stable_article_id,title,date,primary_body,party,year_month,source,weight,q1_score,q1_n,q2_score,q2_n,q3_score,q3_n,q4_score,q4_n
art_v1_8889351f610bbe8ec3c0fbb0a8aaf4169dcdb392414657956ad4d00dd2990f44,A Question That Demands an Answer,2024-09-27,"Around three in the morning on September 4, a Ukra",democrat,2024-09,The Atlantic,1.6094379124341005,26.666666666666668,3.0,20.0,3.0,0.0,1.0,,
art_v1_88a1236c370e190c2f382e8dbdb4c330e69a9d3df9e60dcaca0ab5d5dfa1dac4,NATO Ministers to Review Ukraine's Short- and Long-Term Needs,2023-06-14,"June 14, 2023 7:18 PM
warsaw, poland -
Ukraine's s",democrat,2023-06,Voice of America Press Releases and Documents,0.6931471805599453,,,,,,,,
art_v1_88a2c17375ada2a4cea5ae6014c2a89def088ddd436d74da198d967f9a9175a6,DOD official says effort to bolster Ukrainian air power could come when fighting de-escalates,2023-02-11,A senior defense official today said it is the Pen,democrat,2023-02,InsideDefense.com's SitRep,0.6931471805599453,80.0,1.0,,,,,,
art_v1_88a716dd9c477ab7c4f043df29eacc89feb483557d250cdb07ad1d5a796e49b9,"On ’60 Minutes,’ Ukraine’s Zelensky Lays Out Evidence Of War Crimes By Russia, Putin",2022-04-08,"For the second time in roughly as many weeks, Pres",democrat,2022-04,Deadline,0.6931471805599453,,,0.0,1.0,,,,
art_v1_88bb8ea24ec3ea7061f81c8231fc8de6fbef7b66d8b13711e33184d7dab608c7,Ukraine looms over the U.N.'s annual gabfest,2022-09-20,You're reading an excerpt from the Today's WorldVi,republican,2022-09,Washington Post.com,0.6931471805599453,80.0,1.0,,,,,20.0,1.0
art_v1_88bcf0b4f283c38d6e33728f5c4f1f3eb2f664c3d765b941d562fa66eb21a13b,"Modi bear-hugs Putin in Moscow, marking deep ties between Russia and India",2024-07-09,NEW DELHI — Indian Prime Minister Narendra Modi ha,democrat,2024-07,Washington Post.com,0.6931471805599453,,,,,,,,
art_v1_88c5b8f4b415b7d518222bb4271e47dcc0f84868bcfc22085d37a716c88d251d,A Ukrainian captain says his unit shot down every drone it met despite having 'antiquated' guns,2024-05-09,* A Ukrainian platoon has shot down all of the dro,republican,2024-05,Business Insider,0.6931471805599453,10.0,1.0,,,,,,
art_v1_88c7d7321d01f62c1e9afe6c1e8affe2b1e834fe786870e2b263e9652f70eab2,"Ukrainian soldiers knocked out a crash course on the M1 Abrams tank, but Kyiv doesn't want to stop there",2023-08-19,* Ukrainian soldiers have reached the end of their,democrat,2023-08,Business Insider,0.6931471805599453,0.0,1.0,,,,,0.0,1.0
art_v1_88d0c829835295d280182b61c580fb7f5960969870af6923d824ac982c01ecea,Russia Tried to Absorb a Ukrainian City. It Didn’t Work.,2022-11-14,"In Kherson, national songs were banned, speaking U",democrat,2022-11,NYTimes.com Feed,0.6931471805599453,0.0,1.0,0.0,1.0,,,,
art_v1_88db624bd43cfec75947bf97ed270e9479e75c1afecd534f08efec083c63b06d,A top Ukrainian commander fighting around Bakhmut says military experts who portray Russian soldiers as 'stupid and miserable' are wrong,2023-05-21,* A Ukrainian commander has contradicted suggestio,democrat,2023-05,Business Insider,0.6931471805599453,,,,,,,,
art_v1_88e2fd1955410d169a82a76bc99fb432929c6766fcf738e448cc15bc873305d6,George W. Bush to hold virtual conversation with Ukraine President Volodymyr Zelenskyy,2022-11-11,WASHINGTON – Former Republican President George W.,republican,2022-11,USA Today Online,1.0986122886681098,0.0,1.0,0.0,1.0,50.0,1.0,,
art_v1_88e4e2a43363d4fe235c448791f3f745e85c4504a293c81af4b0aab7c33f02b8,Ten of the most popular fact checks of 2022 ; Fact checks concerning former White House chief of staff Mark Meadows and Hunter Biden dominated the annual list.,2022-12-19,"During the second year of the Biden presidency, re",democrat,2022-12,Washington Post.com,1.0986122886681098,,,50.0,1.0,,,,
art_v1_88e4e2a43363d4fe235c448791f3f745e85c4504a293c81af4b0aab7c33f02b8,Ten of the most popular fact checks of 2022 ; Fact checks concerning former White House chief of staff Mark Meadows and Hunter Biden dominated the annual list.,2022-12-19,"During the second year of the Biden presidency, re",republican,2022-12,Washington Post.com,1.0986122886681098,,,0.0,1.0,0.0,1.0,0.0,1.0
art_v1_88ea3ff6de54fb3a888ac365a87f87fa843544ecb0a88943553efe0d5ef75307,Madison Cawthorn criticized GOP leaders for 'weakening' and 'cheapening' the Republican party's platform and chasing 'non-existent middle-ground voters',2022-04-11,* Rep. Madison Cawthorn made a jab at his own part,republican,2022-04,Business Insider,1.0986122886681098,,,,,,,,
art_v1_88f4bd3215ac4943440bb065fcc284b38db5ce67e75c069364555b48f46f7f79,The Ukraine war is Antony Blinken's defining moment,2023-03-20,When Secretary of State Antony Blinken made a pers,democrat,2023-03,Washington Post.com,1.0986122886681098,,,,,,,,
art_v1_88f4bd3215ac4943440bb065fcc284b38db5ce67e75c069364555b48f46f7f79,The Ukraine war is Antony Blinken's defining moment,2023-03-20,When Secretary of State Antony Blinken made a pers,republican,2023-03,Washington Post.com,0.6931471805599453,,,,,,,,
art_v1_88f76d3d5001b6bf8e74608ee5ef2d2689df99775c38e7eefa3fb539cb9c2e78,Biden: Russia Attempting To ‘Extinguish’ Ukrainians’ Right To Live,2022-09-21,"Topline
Russia is attempting to “extinguish” Ukrai",democrat,2022-09,Forbes.com,1.6094379124341005,0.0,1.0,0.0,3.0,0.0,1.0,,
art_v1_88fa96cfc6a804d7d1810a0d14df7a0d0b90d60f616eb5d7ae82e95fb2f6339e,U.S. FINDS RUSSIAN TROOPS HAVE COMMITTED WAR CRIMES SECRETARY OF STATE ANTONY BLINKEN SAYS THE BIDEN ADMINISTRATION HAS MADE A FORMAL DETERMINATION THAT RUSSIAN TROOPS HAVE COMMITTED WAR CRIMES IN UKRAINE,2022-03-24,The Biden administration on Wednesday made a forma,democrat,2022-03,Pittsburgh Post-Gazette,1.0986122886681098,,,0.0,2.0,,,,
art_v1_88fcd4f8b55a3c644521bbaacd12a4430c818d79c1324d5c52b1f066e3e19b29,Congress is leaving town without solving two major debates. A look at the unfinished business,2023-12-16,WASHINGTON – The days before Christmas are often a,democrat,2023-12,USA Today Online,1.0986122886681098,0.0,2.0,,,,,50.0,1.0
art_v1_88fcd4f8b55a3c644521bbaacd12a4430c818d79c1324d5c52b1f066e3e19b29,Congress is leaving town without solving two major debates. A look at the unfinished business,2023-12-16,WASHINGTON – The days before Christmas are often a,republican,2023-12,USA Today Online,1.0986122886681098,70.0,1.0,,,,,80.0,1.0
art_v1_8903b6184b2f6ff22ff2ddd61af2e3f847a91049df873f2dd523c51bff1bfe46,On-the-Record Press Call with OMB Director Shalanda Young and National Security Advisor Jake Sullivan on the Supplemental Request for Critical...,2023-10-20,"October 20, 2023
ON-THE-RECORD PRESS CALL WITH OFF",democrat,2023-10,White House Press Releases And Documents,1.0986122886681098,5.0,2.0,10.0,1.0,50.0,1.0,20.0,1.0
art_v1_8908cef37007f20e7ea5471236c535a93c9f7968e62b48f42bb72eb54cd1233a,"In one week of war, Russia's invasion of Ukraine may have veered history in a new direction",2022-03-03,"In one week of war, life within the boundaries of ",republican,2022-03,Washington Post.com,1.0986122886681098,50.0,1.0,100.0,1.0,0.0,1.0,0.0,1.0
art_v1_890acec8aa72b87b64701f005d277d34b2592a2fde6e2eaf849c19184d4d4351,"Russia's former president, a Putin ally, says he'll 'do anything' to make Moscow's enemies 'disappear'",2022-06-08,"* Dmitry Medvedev, ex-president of Russia, in a Te",democrat,2022-06,Business Insider,0.6931471805599453,,,10.0,1.0,,,,
art_v1_890c66e8d2a50156b9449359f5bd688c383f1cb71a37336c076053041214bad1,Warren Buffet's son Howard has given $500M to Ukraine — he warns the US is making a historic mistake by pulling its support,2024-02-24,* Business Insider interviewed Warren Buffett's so,republican,2024-02,Business Insider,0.6931471805599453,80.0,1.0,,,,,,
art_v1_8914529db4301cb1f651808e439df81e51d4a93d834e0dcc3ba717c447052391,The War in Ukraine Will Be Long. Is the West Ready? Time could be on Russia's side if the U.S. and its allies don't adjust to a prolonged conflict,2023-01-13,"Corrections & Amplifications
Russia announced the ",republican,2023-01,The Wall Street Journal Online,0.6931471805599453,75.0,1.0,,,,,,
art_v1_89165adfefcbe9fdc38aada507f7bc86de2f88c3825fb3ade3ea9bb4d8eef716,GOP Candidates Hit Trump and back Israel. Here Are Highlights from the Republican Debate,2023-11-09,WASHINGTON — As they face an increasingly urgent t,republican,2023-11,The National Herald,1.3862943611198906,45.0,2.0,80.0,1.0,,,0.0,1.0
art_v1_8917023fe4b0796c70d08e59904495d4dfe163dae774f861224a854dcb2090f9,"US Commits Additional $1.7B In Military Aid To Ukraine Amid Ongoing Conflict With Russia, Bringing Total Package To $55.4B",2024-07-30,The U.S. government has pledged $1.7 billion in mi,democrat,2024-07,Benzinga.com,1.0986122886681098,5.0,2.0,,,,,0.0,1.0
art_v1_891725b7a2ea2ee304496c080cb511e8f78b4c903811341d3f85d5eda8bd4916,Zelensky urges 'just punishment' for Russia in U.N. address,2022-09-22,In an address to the U.N. General Assembly on Wedn,democrat,2022-09,Washington Post.com,0.6931471805599453,0.0,1.0,0.0,1.0,,,,
art_v1_891d3841832be9714f45a321f5bceed0189a4172ffa852dad489455a458a97f3,'Your support is crucial'; What Zelensky worried about when addressing cheering Congress,2022-12-23,"The scene couldn’t have been more dramatic.
Ten mo",democrat,2022-12,The Philadelphia Daily News,1.3862943611198906,3.3333333333333335,3.0,,,,,,
art_v1_891d3841832be9714f45a321f5bceed0189a4172ffa852dad489455a458a97f3,'Your support is crucial'; What Zelensky worried about when addressing cheering Congress,2022-12-23,"The scene couldn’t have been more dramatic.
Ten mo",republican,2022-12,The Philadelphia Daily News,1.6094379124341005,48.75,4.0,55.0,2.0,,,,
art_v1_892d9ec60261ee9dd48f4f5e39dbfa66bec68c6ae3b96bbe0b71aa43c2363a87,Marie Yovanovitch got a 'sustained standing ovation' from 'hundreds of employees' at the US embassy as she bid them an emotional farewell after Trump fired her: book,2022-03-25,"* Marie Yovanovitch wrote that she got a ""sustaine",republican,2022-03,Business Insider,1.6094379124341005,,,75.0,2.0,,,,
art_v1_8934999effe94ee478960cd918a33206578d6e99513063d625e2ad7fd94e87cb,"France's Macron wins presidency, holding off Le Pen's far-right threat to upend Europe and relations with Russia",2022-04-24,PARIS — Emmanuel Macron became the first French pr,democrat,2022-04,Washington Post.com,0.6931471805599453,,,,,,,,
art_v1_8938452079a877800623fc1c7688ed69a63b6ad6ae5f97ad553b8b0731a04e6d,Exodus From East as Russians Shift Focus of Attacks,2022-04-07,"Alarmed by reports of atrocities near Kyiv, many r",democrat,2022-04,The New York Times,0.6931471805599453,,,,,,,,
art_v1_8938a0d5905c7f47445d5d55de5e44f82a191db42aa1b5d141fb5d81f4e2372e,"Russia has incited genocide in Ukraine, independent experts conclude",2022-05-27,Russia is responsible for inciting genocide and pe,democrat,2022-05,Washington Post.com,0.6931471805599453,,,,,,,,
art_v1_89477be27c42d1e877e64bf6d400f492fc04a682cd20f12167700b833d4dd45b,"Future U.S. Aid to Ukraine Turns on Kyiv's Success on the Battlefield; As Kyiv prepares for its spring offensive, Americans' support for assistance is eroding",2023-04-25,WASHINGTON—Ukraine's ability to wrest territory aw,democrat,2023-04,The Wall Street Journal Online,1.3862943611198906,30.0,3.0,5.0,1.0,,,,
art_v1_89477be27c42d1e877e64bf6d400f492fc04a682cd20f12167700b833d4dd45b,"Future U.S. Aid to Ukraine Turns on Kyiv's Success on the Battlefield; As Kyiv prepares for its spring offensive, Americans' support for assistance is eroding",2023-04-25,WASHINGTON—Ukraine's ability to wrest territory aw,republican,2023-04,The Wall Street Journal Online,1.9459101490553128,48.333333333333336,6.0,,,80.0,1.0,15.0,2.0
art_v1_89533106073b1722e95abde115da80334f69001ea9b4acd820be95580070c426,Is Ukraine President Sitcom Star -- Or The Leader The World Hopes He Is?,2022-03-08,Let's start with an important clarification: Class,democrat,2022-03,MediaPost.com,0.6931471805599453,0.0,1.0,0.0,1.0,,,,
art_v1_89533106073b1722e95abde115da80334f69001ea9b4acd820be95580070c426,Is Ukraine President Sitcom Star -- Or The Leader The World Hopes He Is?,2022-03-08,Let's start with an important clarification: Class,republican,2022-03,MediaPost.com,1.0986122886681098,,,55.0,2.0,,,,
art_v1_8953636b820f52f68c7cb91e65b95612a5ede5219a5066f64bc21785a8e77ea2,Blinken joins Biden in accusing Russia of war crimes; 21 people killed by rockets: March 17 recap,2022-03-17,Editor's note: This page recaps the news from Ukra,democrat,2022-03,USA Today Online,1.6094379124341005,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0
art_v1_8955608a2149018fd9292e1888c10acfb2282e43258e6f9d46224504ac9b0ace,"Ron raps U.S. aid to Ukraine, calls war 'territorial dispute'",2023-03-15,Ron DeSantis has denounced U.S. aid to Ukraine and,democrat,2023-03,New York Daily News,0.6931471805599453,0.0,1.0,,,,,,
art_v1_8955608a2149018fd9292e1888c10acfb2282e43258e6f9d46224504ac9b0ace,"Ron raps U.S. aid to Ukraine, calls war 'territorial dispute'",2023-03-15,Ron DeSantis has denounced U.S. aid to Ukraine and,republican,2023-03,New York Daily News,1.6094379124341005,85.0,2.0,80.0,2.0,,,60.0,1.0
art_v1_895e11013297ac063461ec9c5a0d2b76aefdb294defe391ca7fe83f452489c6f,Prosecutors do not plan criminal charges against Giuliani over Ukraine,2022-11-15,NEW YORK — Justice Department officials do not pla,republican,2022-11,Washington Post.com,1.3862943611198906,75.0,1.0,,,,,,
art_v1_895ebe4ed7b19adbe6c6ce6489156a20ea8d15b8a3c239cca66de4ad5c90021e,"With $39 Billion Loan for Ukraine, Europe Moves Ahead Without U.S.",2024-09-20,Plans for a larger sum collapsed when Hungary bloc,democrat,2024-09,NYTimes.com Feed,0.6931471805599453,,,,,,,,
art_v1_89614b8b89a8428ea23a2400c09ea0d8bbaf711ea181f064cd94deba9b30c400,"Migrants from Russia are smuggled into Key West by boat, officials say",2022-04-05,FORT LAUDERDALE — Undocumented migrants from Russi,democrat,2022-04,Washington Post.com,0.6931471805599453,,,,,,,100.0,1.0
art_v1_89624cb2f2ada0bb24180f782ff102fb91fcef8951b86974f7056320f89dc902,White House Calls on Congress to Provide Additional Support for Ukraine,2022-04-28,"April 28, 2022
FACT SHEET: President Biden's Compr",democrat,2022-04,White House Press Releases And Documents,1.3862943611198906,6.666666666666667,3.0,6.666666666666667,3.0,,,0.0,1.0
art_v1_896491b60395a4c32db6781e98c24f6048d6811a3ae1719f41b12a981ae49706,U.S. News: Speaker to Split Foreign Aid Bills,2024-04-16,"WASHINGTON -- House Speaker Mike Johnson (R., La.)",democrat,2024-04,The Wall Street Journal,1.0986122886681098,17.5,2.0,10.0,1.0,,,10.0,1.0
art_v1_896491b60395a4c32db6781e98c24f6048d6811a3ae1719f41b12a981ae49706,U.S. News: Speaker to Split Foreign Aid Bills,2024-04-16,"WASHINGTON -- House Speaker Mike Johnson (R., La.)",republican,2024-04,The Wall Street Journal,1.3862943611198906,56.666666666666664,3.0,,,,,50.0,2.0
art_v1_896a8bfd7ddf9c2900c9790f6dc57a7a2c9d6f7f4d7a7d5cc2cb5fdc3a6bafc6,"‘Leopard’s Freed!’: Germany Plans Sending Leopard 2 Tanks To Ukraine After Months Of Pressure, Reports Claim",2023-01-24,"Topline
After months of debate and pressure from t",democrat,2023-01,Forbes.com,0.6931471805599453,10.0,1.0,,,,,,
art_v1_896ccf3aabe130043e0ff66cb9258a9a599d8e01141457e333d64cfa1e9f47c0,Carlson Says That Putin Will Soon Sit For Interview,2024-02-07,The Kremlin did not immediately confirm an intervi,republican,2024-02,The New York Times,1.0986122886681098,80.0,2.0,50.0,1.0,,,,
art_v1_896f808ca64706da2f17791912b50005ff9c57f360408e1db985114c4f57bbd1,Republican senators push for faster spending of Ukraine funds,2022-09-14,Republican senators are urging the Biden administr,republican,2022-09,Washington Post.com,0.6931471805599453,10.0,1.0,,,,,20.0,1.0
art_v1_89702858c2ef1f40adc5aea1f871ddbb1b08855ab67dedb08a871cf84c61b34f,Biden requests $33 billion for Ukraine fight as Congress passes 'lend-lease' arms authorization,2022-04-29,The House on Thursday cleared a bill that will all,democrat,2022-04,The Week,1.791759469228055,6.666666666666667,3.0,10.0,1.0,,,,
art_v1_89702858c2ef1f40adc5aea1f871ddbb1b08855ab67dedb08a871cf84c61b34f,Biden requests $33 billion for Ukraine fight as Congress passes 'lend-lease' arms authorization,2022-04-29,The House on Thursday cleared a bill that will all,republican,2022-04,The Week,0.6931471805599453,40.0,1.0,,,,,,
art_v1_8971442a0dd4cf9543e2e9ccde28eb7a84946ff0713bb5161a0b382ff6f2fc15,"Trump and his allies are wielding immigration as a political weapon against Biden, and Ukraine is paying the price",2024-01-30,* Negotiations on a deal on the border and aid cou,democrat,2024-01,Business Insider,0.6931471805599453,0.0,1.0,,,,,,
art_v1_8971442a0dd4cf9543e2e9ccde28eb7a84946ff0713bb5161a0b382ff6f2fc15,"Trump and his allies are wielding immigration as a political weapon against Biden, and Ukraine is paying the price",2024-01-30,* Negotiations on a deal on the border and aid cou,republican,2024-01,Business Insider,1.3862943611198906,82.5,2.0,25.0,1.0,,,100.0,1.0
art_v1_8974ed565be2d656e076d8d410d79156706739004d57567d6f2526423f211333,"Over 2,000 Ukrainians have spent the past 5 months living on cruise ships off the coast of Scotland: 'It was like a small social experiment'",2023-01-15,* Millions of Ukrainians have fled the country sin,democrat,2023-01,Business Insider,0.6931471805599453,,,,,,,,
art_v1_8977786331c0e749adc0038cfd349fe7f8ecd88e84e18c945560bf7b5dd39c33,We will be tested on our commitment to Ukraine,2022-04-28,Many of us could not have identified the Ukrainian,democrat,2022-04,The Washington Post,0.6931471805599453,10.0,1.0,,,,,,
art_v1_897c1966d4d2968461f0da7740e5bc68b402488ebff95775c28428086cfe3d84,U.S. Cobbles Together $300 Million for a Weapons Shipment to a Depleted Ukraine,2024-03-13,The package will keep advancing Russian troops at ,democrat,2024-03,The New York Times,1.3862943611198906,6.666666666666667,3.0,10.0,2.0,,,10.0,1.0
art_v1_897c1966d4d2968461f0da7740e5bc68b402488ebff95775c28428086cfe3d84,U.S. Cobbles Together $300 Million for a Weapons Shipment to a Depleted Ukraine,2024-03-13,The package will keep advancing Russian troops at ,republican,2024-03,The New York Times,1.3862943611198906,36.666666666666664,3.0,,,,,55.0,2.0
art_v1_897d39e8152bcb213443e1be300f96819af51881a236c99493ebcfeed92e6905,Jill Biden kicks off visit to Eastern Europe,2022-05-07,"MIHAIL KOGALNICEANU AIR BASE, Romania - First lady",democrat,2022-05,The Washington Post,2.302585092994046,2.5,4.0,2.5,4.0,0.0,2.0,0.0,2.0
art_v1_897f7e800b7606a188c37888fb23c1e773c82c08c3d4343e82fa682e4ab77fbc,Darling of Russia may become US intel chief; National security officials alarmed by choice of Gabbard,2024-11-22,"In 2017, when she was still a Democratic member of",republican,2024-11,Orlando Sentinel,0.6931471805599453,80.0,1.0,,,,,,
art_v1_89812c27d0a7188aea9b3318d2a2f0d1f3764260e3ece002a26a5940f2f0d39b,"Russian missiles strike Ukrainian military range near Poland, killing dozens. Moscow promises further attacks.",2022-03-14,"MUKACHEVKO, Ukraine — At least 35 people were kill",democrat,2022-03,Washington Post.com,1.0986122886681098,62.5,2.0,,,0.0,1.0,0.0,1.0
